Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
ПУШКИН ГОРОД;1953;Генерала Хазова улица, дом 7;ГБОУ СОШ №552
ПУШКИН ГОРОД;1954;Вячеслава Шишкова улица, дом 32/15;филиал №3 ТЦБС
ПУШКИН ГОРОД;1955;Генерала Хазова улица, дом 7;ГБОУ СОШ №552
ПУШКИН ГОРОД;1956;Красносельское шоссе, дом 14, корпус 3;ГБОУ СОШ №335
ПУШКИН ГОРОД;1957;Железнодорожная улица, дом 54;ГБОУ лицей № 408
ПУШКИН ГОРОД;1958;Ленинградская улица, дом 2;ГБОУ школа №449
ПУШКИН ГОРОД;1959;Железнодорожная улица, дом 56;СПб ГБУ РПЦ «Пушкинец»
ПУШКИН ГОРОД;1960;Железнодорожная улица, дом 54;ГБОУ лицей № 408
ПУШКИН ГОРОД;1961;Алексея Толстого бульвар, дом 42;ГБОУ СОШ №530
ПУШКИН ГОРОД;1962;Алексея Толстого бульвар, дом 42;ГБОУ СОШ №530
ПУШКИН ГОРОД;1963;Ленинградская улица, дом 36;Библиотека-филиал №10 ТЦБС
ПУШКИН ГОРОД;1964;Ленинградская улица, дом 2;ГБОУ школа №449
ПУШКИН ГОРОД;1965;Софийский бульвар, дом 9;ГБОУ СОШ №403
ПУШКИН ГОРОД;1966;Софийский бульвар, дом 9;ГБОУ СОШ №403
ПУШКИН ГОРОД;1967;Пушкинская улица, дом 3;"Учебная площадка №2 СПб ГБПОУ ""Российский колледж традиционной культуры"""
ПУШКИН ГОРОД;1968;Пушкинская улица, дом 28/21;ГБОУ ДО Дворец творчества
ПУШКИН ГОРОД;1969;Госпитальная улица, дом 24;ГБОУ СОШ №500
ПУШКИН ГОРОД;1970;Леонтьевская улица, дом 17;СПб ГБОУ ДОД ЦГИ им.А.Ахматовой
ПУШКИН ГОРОД;1971;Красносельское шоссе, дом 14, корпус 3;ГБОУ СОШ №335
ПУШКИН ГОРОД;1972;Красносельское шоссе, дом 14, корпус 3;ГБОУ СОШ №335
ПУШКИН ГОРОД;1973;Артиллерийская улица, дом 7/20;ГБОУ СОШ №695
ПУШКИН ГОРОД;1974;Кадетский бульвар, дом 22 А;Библиотека-филиал №2 ТЦБС
ПУШКИН ГОРОД;1975;Артиллерийская улица, дом 7/20;ГБОУ СОШ №695
ПУШКИН ГОРОД;1976;Радищева улица, дом 22;МБУ КДЦ «София»
ПУШКИН ГОРОД;1977;Кедринская улица, дом 10 А;ГБОУ лицей №410
ПУШКИН ГОРОД;1978;Красносельское шоссе, дом 9;ГБОУ СОШ №409
ПУШКИН ГОРОД;1979;Красносельское шоссе, дом 9;ГБОУ СОШ №409
ПУШКИН ГОРОД;1980;Красносельское шоссе, дом 14, корпус 3;ГБОУ СОШ №335
ПУШКИН ГОРОД;1981;Красносельское шоссе, дом 29;Библиотека-филиал №4 ТЦБС
ПУШКИН ГОРОД;1982;Поселок Лесное, дом 12;ГБОУ СОШ №607
ПУШКИН ГОРОД;1983;Павловское шоссе, дом 67;СПб ГСУСО «Психо-неврологический интернат №4»
ПУШКИН ГОРОД;2010;Кедринская улица, дом 10 А;ГБОУ лицей №410
